spectrum_id,mineral_id,source,instrument,sample_name
SPC-000555,7,RELAB,UNKNOWN,c5pp21
SPC-000556,7,RELAB,UNKNOWN,c5pp23
SPC-000557,7,RELAB,UNKNOWN,capp27
SPC-000558,7,RELAB,UNKNOWN,cbpp27
SPC-000559,7,RELAB,UNKNOWN,ccpp27
SPC-000560,7,RELAB,UNKNOWN,mapp27b
SPC-000561,7,RELAB,UNKNOWN,napd08
SPC-000562,7,RELAB,UNKNOWN,napp21
SPC-000563,7,RELAB,UNKNOWN,napp22
SPC-000564,7,RELAB,UNKNOWN,napp23
SPC-000565,7,RELAB,UNKNOWN,nnapp27
SPC-000566,7,RELAB,UNKNOWN,nnbpp27
SPC-000567,7,RELAB,UNKNOWN,s1pd07
SPC-000568,8,RELAB,UNKNOWN,bir1dd003
SPC-000569,8,RELAB,UNKNOWN,bir2dd003
SPC-000570,8,RELAB,UNKNOWN,bir2dd018
SPC-000571,8,RELAB,UNKNOWN,bmr1ck006
SPC-000572,8,RELAB,UNKNOWN,bmr1ck022
SPC-000573,8,RELAB,UNKNOWN,bmr1ck023
SPC-000574,8,RELAB,UNKNOWN,bmr1ck024
SPC-000575,8,RELAB,UNKNOWN,bmr1ck025
SPC-000576,8,RELAB,UNKNOWN,bmr1ck026
SPC-000577,8,RELAB,UNKNOWN,bmr1ck027
SPC-000578,8,RELAB,UNKNOWN,bmr1ck028
SPC-000579,8,RELAB,UNKNOWN,bmr1cp001a
SPC-000580,8,RELAB,UNKNOWN,bmr1cp001b
SPC-000581,8,RELAB,UNKNOWN,bmr1cp001c
SPC-000582,8,RELAB,UNKNOWN,bmr1cp001d
SPC-000583,8,RELAB,UNKNOWN,bmr1cp001e
SPC-000584,8,RELAB,UNKNOWN,bmr1cp001f
SPC-000585,8,RELAB,UNKNOWN,bmr1dh004
SPC-000586,8,RELAB,UNKNOWN,c1ag10
SPC-000587,8,RELAB,UNKNOWN,c1ag12
SPC-000588,8,RELAB,UNKNOWN,c1ag13
SPC-000589,8,RELAB,UNKNOWN,c1ag15
SPC-000590,8,RELAB,UNKNOWN,c1ag16
SPC-000591,8,RELAB,UNKNOWN,c1ag21
SPC-000592,8,RELAB,UNKNOWN,c1ag22
SPC-000593,8,RELAB,UNKNOWN,c1ag23
SPC-000594,8,RELAB,UNKNOWN,c1ag24
SPC-000595,8,RELAB,UNKNOWN,c1ag25
SPC-000596,8,RELAB,UNKNOWN,c1ag26
SPC-000597,8,RELAB,UNKNOWN,c1ag27
SPC-000598,8,RELAB,UNKNOWN,c1ag28
SPC-000599,8,RELAB,UNKNOWN,c1ag29
SPC-000600,8,RELAB,UNKNOWN,c1ag30
SPC-000601,8,RELAB,UNKNOWN,c1ag31
SPC-000602,8,RELAB,UNKNOWN,c1ag32
SPC-000603,8,RELAB,UNKNOWN,c1ag33
SPC-000604,8,RELAB,UNKNOWN,c1ag34
SPC-000605,8,RELAB,UNKNOWN,c1ag35
SPC-000606,8,RELAB,UNKNOWN,c1ag36
SPC-000607,8,RELAB,UNKNOWN,c1ag37
SPC-000608,8,RELAB,UNKNOWN,c1ag38
SPC-000609,8,RELAB,UNKNOWN,c1ag39
SPC-000610,8,RELAB,UNKNOWN,c1ag40
SPC-000611,8,RELAB,UNKNOWN,c1ag41
SPC-000612,8,RELAB,UNKNOWN,c1ag42
SPC-000613,8,RELAB,UNKNOWN,c1ag43
SPC-000614,8,RELAB,UNKNOWN,c1ag44
SPC-000615,8,RELAB,UNKNOWN,c1ag45
SPC-000616,8,RELAB,UNKNOWN,c1ag46
SPC-000617,8,RELAB,UNKNOWN,c1ag47
SPC-000618,8,RELAB,UNKNOWN,c1ag48
SPC-000619,8,RELAB,UNKNOWN,c1ag49
SPC-000620,8,RELAB,UNKNOWN,c1ag50
SPC-000621,8,RELAB,UNKNOWN,c1ag51
SPC-000622,8,RELAB,UNKNOWN,c1ck06
SPC-000623,8,RELAB,UNKNOWN,c1ck22
SPC-000624,8,RELAB,UNKNOWN,c1ck23
SPC-000625,8,RELAB,UNKNOWN,c1ck24
SPC-000626,8,RELAB,UNKNOWN,c1ck25
SPC-000627,8,RELAB,UNKNOWN,c1ck26
SPC-000628,8,RELAB,UNKNOWN,c1ck27
SPC-000629,8,RELAB,UNKNOWN,c1ck28
SPC-000630,8,RELAB,UNKNOWN,c1ck37
SPC-000631,8,RELAB,UNKNOWN,c1ck38
SPC-000632,8,RELAB,UNKNOWN,c1ck39
SPC-000633,8,RELAB,UNKNOWN,c1ck40
SPC-000634,8,RELAB,UNKNOWN,c1ck41
SPC-000635,8,RELAB,UNKNOWN,c1ck42
SPC-000636,8,RELAB,UNKNOWN,c1ck43
SPC-000637,8,RELAB,UNKNOWN,c1ck51
SPC-000638,8,RELAB,UNKNOWN,c1ck52
SPC-000639,8,RELAB,UNKNOWN,c1ck53
SPC-000640,8,RELAB,UNKNOWN,c1ck54
SPC-000641,8,RELAB,UNKNOWN,c1ck55
SPC-000642,8,RELAB,UNKNOWN,c1ck56
SPC-000643,8,RELAB,UNKNOWN,c1ck57
SPC-000644,8,RELAB,UNKNOWN,c1cp01a
SPC-000645,8,RELAB,UNKNOWN,c1cp01b
SPC-000646,8,RELAB,UNKNOWN,c1cp01c
SPC-000647,8,RELAB,UNKNOWN,c1cp01d
SPC-000648,8,RELAB,UNKNOWN,c1cp01e
SPC-000649,8,RELAB,UNKNOWN,c1cp01f
SPC-000650,8,RELAB,UNKNOWN,c1dd03
SPC-000651,8,RELAB,UNKNOWN,c1dd18
SPC-000652,8,RELAB,UNKNOWN,c1dh04
SPC-000653,8,RELAB,UNKNOWN,c1er01
SPC-000654,8,RELAB,UNKNOWN,c1er01p
SPC-000655,8,RELAB,UNKNOWN,c1er02
SPC-000656,8,RELAB,UNKNOWN,c1er02p
SPC-000657,8,RELAB,UNKNOWN,c1er03
SPC-000658,8,RELAB,UNKNOWN,c1er03p
SPC-000659,8,RELAB,UNKNOWN,c1er04
SPC-000660,8,RELAB,UNKNOWN,c1er04p
SPC-000661,8,RELAB,UNKNOWN,c1er05
SPC-000662,8,RELAB,UNKNOWN,c1er05p
SPC-000663,8,RELAB,UNKNOWN,c1er06
SPC-000664,8,RELAB,UNKNOWN,c1er06p
SPC-000665,8,RELAB,UNKNOWN,c1er07
SPC-000666,8,RELAB,UNKNOWN,c1er07p
SPC-000667,8,RELAB,UNKNOWN,c1er08
SPC-000668,9,RELAB,UNKNOWN,397s238
SPC-000669,9,RELAB,UNKNOWN,bir1dd153
SPC-000670,9,RELAB,UNKNOWN,bir1dd154
SPC-000671,9,RELAB,UNKNOWN,bir1dd163
SPC-000672,9,RELAB,UNKNOWN,bir1dd166
SPC-000673,9,RELAB,UNKNOWN,bir1dd167
SPC-000674,9,RELAB,UNKNOWN,bir1jba14a
SPC-000675,9,RELAB,UNKNOWN,bir1jba14b
SPC-000676,9,RELAB,UNKNOWN,bir1jba14c
SPC-000677,9,RELAB,UNKNOWN,bir1jba14d
SPC-000678,9,RELAB,UNKNOWN,bir1jba15
SPC-000679,9,RELAB,UNKNOWN,bir1jba16
SPC-000680,9,RELAB,UNKNOWN,bir1jba17
SPC-000681,9,RELAB,UNKNOWN,bir1jba18
SPC-000682,9,RELAB,UNKNOWN,bir1jba19
SPC-000683,9,RELAB,UNKNOWN,bir1jbb83a
SPC-000684,9,RELAB,UNKNOWN,bir1jbb83b
SPC-000685,9,RELAB,UNKNOWN,bir1jbb83c
SPC-000686,9,RELAB,UNKNOWN,bir1jbb88
SPC-000687,9,RELAB,UNKNOWN,bir1jbb89
SPC-000688,9,RELAB,UNKNOWN,bir1jbb90
SPC-000689,9,RELAB,UNKNOWN,bir1jbb91
SPC-000690,9,RELAB,UNKNOWN,bir1jbb92
SPC-000691,9,RELAB,UNKNOWN,bir1jbb93
SPC-000692,9,RELAB,UNKNOWN,bir1jbb94
SPC-000693,9,RELAB,UNKNOWN,bir1mt361a
SPC-000694,9,RELAB,UNKNOWN,bir1mt361m
SPC-000695,9,RELAB,UNKNOWN,bir2mp100a
SPC-000696,9,RELAB,UNKNOWN,bir2mp100b
SPC-000697,9,RELAB,UNKNOWN,bir2mp105
SPC-000698,9,RELAB,UNKNOWN,biramt361
SPC-000699,9,RELAB,UNKNOWN,birbmt361
SPC-000700,9,RELAB,UNKNOWN,bmr1ck078
SPC-000701,9,RELAB,UNKNOWN,bmr1ck079
SPC-000702,9,RELAB,UNKNOWN,bmr1ck080
SPC-000703,9,RELAB,UNKNOWN,bmr1ck081
SPC-000704,9,RELAB,UNKNOWN,bmr1ck082
SPC-000705,9,RELAB,UNKNOWN,bmr1ck083
SPC-000706,9,RELAB,UNKNOWN,bmr1ck084
SPC-000707,9,RELAB,UNKNOWN,bmr1ck085
SPC-000708,9,RELAB,UNKNOWN,bmr1ck086
SPC-000709,9,RELAB,UNKNOWN,bmr1ck087
SPC-000710,9,RELAB,UNKNOWN,bmr1ck088
SPC-000711,9,RELAB,UNKNOWN,bmr1ck089
SPC-000712,9,RELAB,UNKNOWN,bmr1ck090
SPC-000713,9,RELAB,UNKNOWN,bmr1ck091
SPC-000714,9,RELAB,UNKNOWN,bmr1ck092
SPC-000715,9,RELAB,UNKNOWN,bmr1ck093
SPC-000716,9,RELAB,UNKNOWN,bmr1ck094
SPC-000717,9,RELAB,UNKNOWN,bmr1ck095
SPC-000718,9,RELAB,UNKNOWN,bmr1ck096
SPC-000719,9,RELAB,UNKNOWN,bmr1ck097
SPC-000720,9,RELAB,UNKNOWN,bmr1ck098
SPC-000721,9,RELAB,UNKNOWN,bmr1ck099
SPC-000722,9,RELAB,UNKNOWN,bmr1ck100
SPC-000723,9,RELAB,UNKNOWN,bmr1ck101
SPC-000724,9,RELAB,UNKNOWN,bmr1ck102
SPC-000725,9,RELAB,UNKNOWN,bmr1ck103
SPC-000726,9,RELAB,UNKNOWN,bmr1ck104
SPC-000727,9,RELAB,UNKNOWN,bmr1ck105
SPC-000728,9,RELAB,UNKNOWN,bmr1ck106
SPC-000729,9,RELAB,UNKNOWN,bmr1ck107
SPC-000730,9,RELAB,UNKNOWN,bmr1ck108
SPC-000731,9,RELAB,UNKNOWN,bmr1ck109
SPC-000732,9,RELAB,UNKNOWN,bmr1ck110
SPC-000733,9,RELAB,UNKNOWN,bmr1ck111
SPC-000734,9,RELAB,UNKNOWN,bmr1ck112
SPC-000735,9,RELAB,UNKNOWN,bmr1ck113
SPC-000736,9,RELAB,UNKNOWN,bmr1ck114
SPC-000737,9,RELAB,UNKNOWN,bmr1dh005
SPC-000738,9,RELAB,UNKNOWN,bmr1mt118a
SPC-000739,9,RELAB,UNKNOWN,bmr1mt118b
SPC-000740,9,RELAB,UNKNOWN,bmr1mt119a
SPC-000741,9,RELAB,UNKNOWN,bmr1mt119b
SPC-000742,9,RELAB,UNKNOWN,bmr1mt120a
SPC-000743,9,RELAB,UNKNOWN,bmr1mt120b
SPC-000744,9,RELAB,UNKNOWN,bmr1mt121a
SPC-000745,9,RELAB,UNKNOWN,bmr1mt121b
SPC-000746,9,RELAB,UNKNOWN,bmr1mt122a
SPC-000747,9,RELAB,UNKNOWN,bmr1mt122b
SPC-000748,9,RELAB,UNKNOWN,bmr1mt122c
SPC-000749,9,RELAB,UNKNOWN,bmr1mt316
SPC-000750,9,RELAB,UNKNOWN,bmr1mt316a
SPC-000751,9,RELAB,UNKNOWN,bmr1mt316b
SPC-000752,9,RELAB,UNKNOWN,bmr1mt317
SPC-000753,9,RELAB,UNKNOWN,bmr1mt317a
SPC-000754,9,RELAB,UNKNOWN,bmr1mt317b
SPC-000755,9,RELAB,UNKNOWN,bmr1mt323
SPC-000756,9,RELAB,UNKNOWN,bmr1mt324
SPC-000757,9,RELAB,UNKNOWN,c1ck78
SPC-000758,9,RELAB,UNKNOWN,c1ck79
SPC-000759,9,RELAB,UNKNOWN,c1ck80
SPC-000760,9,RELAB,UNKNOWN,c1ck81
SPC-000761,9,RELAB,UNKNOWN,c1ck82
SPC-000762,9,RELAB,UNKNOWN,c1ck83
SPC-000763,9,RELAB,UNKNOWN,c1ck84
SPC-000764,9,RELAB,UNKNOWN,c1ck85
SPC-000765,9,RELAB,UNKNOWN,c1ck86
SPC-000766,10,RELAB,UNKNOWN,c1ag09
SPC-000767,10,RELAB,UNKNOWN,c1ag12
SPC-000768,10,RELAB,UNKNOWN,c1ag13
SPC-000769,10,RELAB,UNKNOWN,c1ag14
SPC-000770,10,RELAB,UNKNOWN,c1ag15
SPC-000771,10,RELAB,UNKNOWN,c1ag16
SPC-000772,10,RELAB,UNKNOWN,c1ag17
SPC-000773,10,RELAB,UNKNOWN,c1ag18
SPC-000774,10,RELAB,UNKNOWN,c1ag19
SPC-000775,10,RELAB,UNKNOWN,c1ag20
SPC-000776,10,RELAB,UNKNOWN,c1ag21
SPC-000777,10,RELAB,UNKNOWN,c1ag22
SPC-000778,10,RELAB,UNKNOWN,c1ag23
SPC-000779,10,RELAB,UNKNOWN,c1ag24
SPC-000780,10,RELAB,UNKNOWN,c1ag25
SPC-000781,10,RELAB,UNKNOWN,c1ag26
SPC-000782,10,RELAB,UNKNOWN,c1ag27
SPC-000783,10,RELAB,UNKNOWN,c1ag28
SPC-000784,10,RELAB,UNKNOWN,c1ag29
SPC-000785,10,RELAB,UNKNOWN,c1ag30
SPC-000786,10,RELAB,UNKNOWN,c1ag31
SPC-000787,10,RELAB,UNKNOWN,c1ag32
SPC-000788,10,RELAB,UNKNOWN,c1ag33
SPC-000789,10,RELAB,UNKNOWN,c1ag34
SPC-000790,10,RELAB,UNKNOWN,c1ag35
SPC-000791,10,RELAB,UNKNOWN,c1ag36
SPC-000792,10,RELAB,UNKNOWN,c1ag37
SPC-000793,10,RELAB,UNKNOWN,c1ag38
SPC-000794,10,RELAB,UNKNOWN,c1ag39
SPC-000795,10,RELAB,UNKNOWN,c1ag40
SPC-000796,10,RELAB,UNKNOWN,c1ag41
SPC-000797,10,RELAB,UNKNOWN,c1ag42
SPC-000798,10,RELAB,UNKNOWN,c1ag43
SPC-000799,10,RELAB,UNKNOWN,c1ag44
SPC-000800,10,RELAB,UNKNOWN,c1ag45
SPC-000801,10,RELAB,UNKNOWN,c1ag46
SPC-000802,10,RELAB,UNKNOWN,c1ag47
SPC-000803,10,RELAB,UNKNOWN,c1ag48
SPC-000804,10,RELAB,UNKNOWN,c1ag49
SPC-000805,10,RELAB,UNKNOWN,c1ag50
SPC-000806,10,RELAB,UNKNOWN,c1ag51
SPC-000807,10,RELAB,UNKNOWN,c1ja01
SPC-000808,10,RELAB,UNKNOWN,c1ja02b
SPC-000809,10,RELAB,UNKNOWN,c1ja03
SPC-000810,10,RELAB,UNKNOWN,c1ja07
SPC-000811,10,RELAB,UNKNOWN,c1ja15
SPC-000812,10,RELAB,UNKNOWN,c1mb04
SPC-000813,10,RELAB,UNKNOWN,capp38
SPC-000814,10,RELAB,UNKNOWN,cbpp38
SPC-000815,10,RELAB,UNKNOWN,ccpp38
SPC-000816,10,RRUFF,Raman,Clinoenstatite
SPC-000817,10,RRUFF,Raman,Enstatite
SPC-000818,10,RRUFF,Raman,Enstatite
SPC-000819,10,RRUFF,Raman,Enstatite
SPC-000820,10,RRUFF,Raman,Enstatite
SPC-000821,10,RRUFF,Raman,Enstatite
SPC-000822,10,RRUFF,Raman,Ferrosilite
SPC-000823,10,RRUFF,Raman,R040093
SPC-000824,10,RRUFF,Raman,R040094
SPC-000825,10,RRUFF,Raman,R050644
SPC-000826,10,RRUFF,Raman,R060630
SPC-000827,10,RRUFF,Raman,R060744
SPC-000828,10,RRUFF,Raman,R070097
SPC-000829,10,RRUFF,Raman,R070276
SPC-000830,10,RRUFF,Raman,R070386
SPC-000831,10,RRUFF,Raman,R070387
SPC-000832,10,RRUFF,Raman,R070418
SPC-000833,10,RRUFF,Raman,R070550
SPC-000834,10,RRUFF,Raman,R070641
SPC-000835,10,RRUFF,Raman,R100093
SPC-000836,10,RRUFF,Raman,R120168
SPC-000837,10,RRUFF,Raman,R120174
SPC-000838,10,RRUFF,Raman,R141085
SPC-000839,10,USGS,ASD,AV00
SPC-000840,10,USGS,ASD,AV00
SPC-000841,10,USGS,ASD,AV00
SPC-000842,10,USGS,ASD,AV00
SPC-000843,10,USGS,ASD,AV00
SPC-000844,10,USGS,ASD,AV00
SPC-000845,10,USGS,ASD,AV00
SPC-000846,10,USGS,ASD,AV00
SPC-000847,10,USGS,ASD,AV00
SPC-000848,10,USGS,ASD,AV01
SPC-000849,10,USGS,ASD,AV01
SPC-000850,10,USGS,ASD,AV01
SPC-000851,10,USGS,ASD,AV01
SPC-000852,10,USGS,ASD,AV01
SPC-000853,10,USGS,ASD,AV01
SPC-000854,10,USGS,ASD,AV01
SPC-000855,10,USGS,ASD,AV01
SPC-000856,10,USGS,ASD,AV01
SPC-000857,10,USGS,ASD,NMNHC2368
SPC-000858,10,USGS,ASD,PYX02.a
SPC-000859,10,USGS,ASD,PYX02.b
SPC-000860,10,USGS,ASD,PYX02.c
SPC-000861,10,USGS,ASD,PYX02.d
SPC-000862,10,USGS,ASD,PYX02.e
SPC-000863,10,USGS,ASD,PYX02.f
SPC-000864,10,USGS,ASD,PYX02.g
SPC-000865,10,USGS,ASD,PYX02.h
SPC-000866,11,RELAB,UNKNOWN,397s214
SPC-000867,11,RELAB,UNKNOWN,397s214p
SPC-000868,11,RELAB,UNKNOWN,bir1be017
SPC-000869,11,RELAB,UNKNOWN,bir1be021
SPC-000870,11,RELAB,UNKNOWN,bir1be025
SPC-000871,11,RELAB,UNKNOWN,bir1be028
SPC-000872,11,RELAB,UNKNOWN,bir1be029
SPC-000873,11,RELAB,UNKNOWN,bir1be080
SPC-000874,11,RELAB,UNKNOWN,bir1be081
SPC-000875,11,RELAB,UNKNOWN,bir1be083
SPC-000876,11,RELAB,UNKNOWN,bir1be084
SPC-000877,11,RELAB,UNKNOWN,bir1be085
SPC-000878,11,RELAB,UNKNOWN,bir1be086
SPC-000879,11,RELAB,UNKNOWN,bir1be087
SPC-000880,11,RELAB,UNKNOWN,bir1be088
SPC-000881,11,RELAB,UNKNOWN,bir1be164
SPC-000882,11,RELAB,UNKNOWN,bir1dd001
SPC-000883,11,RELAB,UNKNOWN,bir1dd002
SPC-000884,11,RELAB,UNKNOWN,bir1dd009
SPC-000885,11,RELAB,UNKNOWN,bir1dd012
SPC-000886,11,RELAB,UNKNOWN,bir1dd014
SPC-000887,11,RELAB,UNKNOWN,bir1dd032
SPC-000888,11,RELAB,UNKNOWN,bir1dd033
SPC-000889,11,RELAB,UNKNOWN,bir1dd047
SPC-000890,11,RELAB,UNKNOWN,bir1dd048
SPC-000891,11,RELAB,UNKNOWN,bir1dd049
SPC-000892,11,RELAB,UNKNOWN,bir1dd050
SPC-000893,11,RELAB,UNKNOWN,bir1dd051
SPC-000894,11,RELAB,UNKNOWN,bir1dd052
SPC-000895,11,RELAB,UNKNOWN,bir1dd053
SPC-000896,11,RELAB,UNKNOWN,bir1dd054
SPC-000897,11,RELAB,UNKNOWN,bir1dd060
SPC-000898,11,RELAB,UNKNOWN,bir1dd062
SPC-000899,11,RELAB,UNKNOWN,bir1dd065
SPC-000900,11,RELAB,UNKNOWN,bir1dd066
SPC-000901,11,RELAB,UNKNOWN,bir1dd076
SPC-000902,11,RELAB,UNKNOWN,bir1dd077
SPC-000903,11,RELAB,UNKNOWN,bir1dd078
SPC-000904,11,RELAB,UNKNOWN,bir1dd079
SPC-000905,11,RELAB,UNKNOWN,bir1dd080
SPC-000906,11,RELAB,UNKNOWN,bir1dd083
SPC-000907,11,RELAB,UNKNOWN,bir1dd084
SPC-000908,11,RELAB,UNKNOWN,bir1dd099
SPC-000909,11,RELAB,UNKNOWN,bir1dd100
SPC-000910,11,RELAB,UNKNOWN,bir1dd101
SPC-000911,11,RELAB,UNKNOWN,bir1dd109
SPC-000912,11,RELAB,UNKNOWN,bir1dd121
SPC-000913,11,RELAB,UNKNOWN,bir1dd122
SPC-000914,11,RELAB,UNKNOWN,bir2be081
SPC-000915,11,RELAB,UNKNOWN,bir2be082
SPC-000916,11,RELAB,UNKNOWN,bir2dd002
SPC-000917,11,RELAB,UNKNOWN,bir2dd018
SPC-000918,11,RELAB,UNKNOWN,bir3be082
SPC-000919,11,RELAB,UNKNOWN,bmr1ck001
SPC-000920,11,RELAB,UNKNOWN,bmr1ck002
SPC-000921,11,RELAB,UNKNOWN,bmr1ck058
SPC-000922,11,RELAB,UNKNOWN,bmr1ck067
SPC-000923,11,RELAB,UNKNOWN,bmr1ef003a
SPC-000924,11,RELAB,UNKNOWN,bmr1ef003b
SPC-000925,11,RELAB,UNKNOWN,bmr1ef003c
SPC-000926,11,RELAB,UNKNOWN,bmr1ef003d
SPC-000927,11,RELAB,UNKNOWN,bmr1ef003e
SPC-000928,11,RELAB,UNKNOWN,bmr1ef003f
SPC-000929,11,RELAB,UNKNOWN,bmr1kk001
SPC-000930,11,RELAB,UNKNOWN,bmr1kk002
SPC-000931,11,RELAB,UNKNOWN,bmr1kk003
SPC-000932,11,RELAB,UNKNOWN,c1ag08
SPC-000933,11,RELAB,UNKNOWN,c1ag09
SPC-000934,11,RELAB,UNKNOWN,c1ag10
SPC-000935,11,RELAB,UNKNOWN,c1ag11
SPC-000936,11,RELAB,UNKNOWN,c1ao01
SPC-000937,11,RELAB,UNKNOWN,c1ao02
SPC-000938,11,RELAB,UNKNOWN,c1ao10
SPC-000939,11,RELAB,UNKNOWN,c1ao11
SPC-000940,11,RELAB,UNKNOWN,c1be164
SPC-000941,11,RELAB,UNKNOWN,c1be168
SPC-000942,11,RELAB,UNKNOWN,c1be17
SPC-000943,11,RELAB,UNKNOWN,c1be21
SPC-000944,11,RELAB,UNKNOWN,c1be25
SPC-000945,11,RELAB,UNKNOWN,c1be28
SPC-000946,11,RELAB,UNKNOWN,c1be29
SPC-000947,11,RELAB,UNKNOWN,c1be80
SPC-000948,11,RELAB,UNKNOWN,c1be81
SPC-000949,11,RELAB,UNKNOWN,c1be82
SPC-000950,11,RELAB,UNKNOWN,c1be83
SPC-000951,11,RELAB,UNKNOWN,c1be84
SPC-000952,11,RELAB,UNKNOWN,c1be85
SPC-000953,11,RELAB,UNKNOWN,c1be86
SPC-000954,11,RELAB,UNKNOWN,c1be87
SPC-000955,11,RELAB,UNKNOWN,c1be88
SPC-000956,11,RELAB,UNKNOWN,c1ck01
SPC-000957,11,RELAB,UNKNOWN,c1ck02
SPC-000958,11,RELAB,UNKNOWN,c1ck67
SPC-000959,11,RELAB,UNKNOWN,c1dd01
SPC-000960,11,RELAB,UNKNOWN,c1dd02
SPC-000961,11,RELAB,UNKNOWN,c1dd09
SPC-000962,11,RELAB,UNKNOWN,c1dd12
SPC-000963,11,RELAB,UNKNOWN,c1dd14
SPC-000964,11,RELAB,UNKNOWN,c1dd18
SPC-000965,11,RELAB,UNKNOWN,c1dd32
SPC-000966,12,RELAB,UNKNOWN,bir1cz001
SPC-000967,12,RELAB,UNKNOWN,bir1cz002
SPC-000968,12,RELAB,UNKNOWN,bir1cz002cf
SPC-000969,12,RELAB,UNKNOWN,bir1ev002
SPC-000970,12,RELAB,UNKNOWN,bir1ev002cf
SPC-000971,12,RELAB,UNKNOWN,bir1ev003
SPC-000972,12,RELAB,UNKNOWN,bir1ev003cf
SPC-000973,12,RELAB,UNKNOWN,bir1ev005
SPC-000974,12,RELAB,UNKNOWN,bir1ev005cf
SPC-000975,12,RELAB,UNKNOWN,bir1ev006
SPC-000976,12,RELAB,UNKNOWN,bir1ev006cf
SPC-000977,12,RELAB,UNKNOWN,bir1ev009
SPC-000978,12,RELAB,UNKNOWN,bir1ev009cf
SPC-000979,12,RELAB,UNKNOWN,bir1ev010
SPC-000980,12,RELAB,UNKNOWN,bir1ev010cf
SPC-000981,12,RELAB,UNKNOWN,bir1ev011
SPC-000982,12,RELAB,UNKNOWN,bir1ev011cf
SPC-000983,12,RELAB,UNKNOWN,bir1ev012
SPC-000984,12,RELAB,UNKNOWN,bir1ev012cf
SPC-000985,12,RELAB,UNKNOWN,bir1ev013
SPC-000986,12,RELAB,UNKNOWN,bir1ev013cf
SPC-000987,12,RELAB,UNKNOWN,bir1ev016
SPC-000988,12,RELAB,UNKNOWN,bir1ev016cf
SPC-000989,12,RELAB,UNKNOWN,bir1ev017
SPC-000990,12,RELAB,UNKNOWN,bir1ev017cf
SPC-000991,12,RELAB,UNKNOWN,bir1ev019
SPC-000992,12,RELAB,UNKNOWN,bir1ev019cf
SPC-000993,12,RELAB,UNKNOWN,bir1ev021
SPC-000994,12,RELAB,UNKNOWN,bir1ev021cf
SPC-000995,12,RELAB,UNKNOWN,bir1ev025
SPC-000996,12,RELAB,UNKNOWN,bir1ev025cf
SPC-000997,12,RELAB,UNKNOWN,bir1ev026
SPC-000998,12,RELAB,UNKNOWN,bir1ev026cf
SPC-000999,12,RELAB,UNKNOWN,bir1ev027
SPC-001000,12,RELAB,UNKNOWN,bir1ev027cf
SPC-001001,12,RELAB,UNKNOWN,bir1jbe65a
SPC-001002,12,RELAB,UNKNOWN,bmr1dh003
SPC-001003,12,RELAB,UNKNOWN,c1cy13
SPC-001004,12,RELAB,UNKNOWN,c1cz01
SPC-001005,12,RELAB,UNKNOWN,c1cz02
SPC-001006,12,RELAB,UNKNOWN,c1cz02cf
SPC-001007,12,RELAB,UNKNOWN,c1dh03
SPC-001008,12,RELAB,UNKNOWN,c1ev02
SPC-001009,12,RELAB,UNKNOWN,c1ev02cf
SPC-001010,12,RELAB,UNKNOWN,c1ev03
SPC-001011,12,RELAB,UNKNOWN,c1ev03cf
SPC-001012,12,RELAB,UNKNOWN,c1ev05
SPC-001013,12,RELAB,UNKNOWN,c1ev05cf
SPC-001014,12,RELAB,UNKNOWN,c1ev06
SPC-001015,12,RELAB,UNKNOWN,c1ev06cf
SPC-001016,12,RELAB,UNKNOWN,c1ev09
SPC-001017,12,RELAB,UNKNOWN,c1ev09cf
SPC-001018,12,RELAB,UNKNOWN,c1ev10
SPC-001019,12,RELAB,UNKNOWN,c1ev10cf
SPC-001020,12,RELAB,UNKNOWN,c1ev11
SPC-001021,12,RELAB,UNKNOWN,c1ev11cf
SPC-001022,12,RELAB,UNKNOWN,c1ev12
SPC-001023,12,RELAB,UNKNOWN,c1ev12cf
SPC-001024,12,RELAB,UNKNOWN,c1ev13
SPC-001025,12,RELAB,UNKNOWN,c1ev13cf
SPC-001026,12,RELAB,UNKNOWN,c1ev16
SPC-001027,12,RELAB,UNKNOWN,c1ev16cf
SPC-001028,12,RELAB,UNKNOWN,c1ev17
SPC-001029,12,RELAB,UNKNOWN,c1ev17cf
SPC-001030,12,RELAB,UNKNOWN,c1ev19
SPC-001031,12,RELAB,UNKNOWN,c1ev19cf
SPC-001032,12,RELAB,UNKNOWN,c1ev21
SPC-001033,12,RELAB,UNKNOWN,c1ev21cf
SPC-001034,12,RELAB,UNKNOWN,c1ev25
SPC-001035,12,RELAB,UNKNOWN,c1ev25cf
SPC-001036,12,RELAB,UNKNOWN,c1ev26
SPC-001037,12,RELAB,UNKNOWN,c1ev26cf
SPC-001038,12,RELAB,UNKNOWN,c1ev27
SPC-001039,12,RELAB,UNKNOWN,c1ev27cf
SPC-001040,12,RELAB,UNKNOWN,c1fb10
SPC-001041,12,RELAB,UNKNOWN,c1fb48
SPC-001042,12,RELAB,UNKNOWN,c1jb140
SPC-001043,12,RELAB,UNKNOWN,c1jb141
SPC-001044,12,RELAB,UNKNOWN,c1jb142
SPC-001045,12,RELAB,UNKNOWN,c1jb143
SPC-001046,12,RELAB,UNKNOWN,c1jb144
SPC-001047,12,RELAB,UNKNOWN,c1jb145
SPC-001048,12,RELAB,UNKNOWN,c1jb146
SPC-001049,12,RELAB,UNKNOWN,c1jb147
