spectrum_id,mineral_id,source,instrument,sample_name
SPC-001050,12,RELAB,UNKNOWN,c1jb148
SPC-001051,12,RELAB,UNKNOWN,c1jb149
SPC-001052,12,RELAB,UNKNOWN,c1jb150
SPC-001053,12,RELAB,UNKNOWN,c1jb151
SPC-001054,12,RELAB,UNKNOWN,c1jb152
SPC-001055,12,RELAB,UNKNOWN,c1jb153
SPC-001056,12,RELAB,UNKNOWN,c1jb154
SPC-001057,12,RELAB,UNKNOWN,c1jb155
SPC-001058,12,RELAB,UNKNOWN,c1jb156
SPC-001059,12,RELAB,UNKNOWN,c1jb593
SPC-001060,12,RELAB,UNKNOWN,c1jb594
SPC-001061,12,RELAB,UNKNOWN,c1jb619a
SPC-001062,12,RELAB,UNKNOWN,c1jb619b
SPC-001063,12,RELAB,UNKNOWN,c2fb10
SPC-001064,12,RELAB,UNKNOWN,nafb262
SPC-001065,12,RELAB,UNKNOWN,nafb48
SPC-001066,13,RELAB,UNKNOWN,c1ss10
SPC-001067,13,RELAB,UNKNOWN,n1ss10
SPC-001068,13,RRUFF,Raman,Chrysoberyl
SPC-001069,13,RRUFF,Raman,Chrysoberyl
SPC-001070,13,RRUFF,Raman,Chrysoberyl
SPC-001071,13,RRUFF,Raman,R040002
SPC-001072,13,RRUFF,Raman,R040073
SPC-001073,13,RRUFF,Raman,R050065
SPC-001074,13,RRUFF,Raman,R050120
SPC-001075,13,RRUFF,Raman,R050121
SPC-001076,13,RRUFF,Raman,R050305
SPC-001077,13,RRUFF,Raman,R050347
SPC-001078,13,RRUFF,Raman,R050368
SPC-001079,13,RRUFF,Raman,R060299
SPC-001080,13,RRUFF,Raman,R060552
SPC-001081,13,RRUFF,Raman,R060942
SPC-001082,13,RRUFF,Raman,R060943
SPC-001083,13,RRUFF,Raman,R060944
SPC-001084,13,RRUFF,Raman,R070249
SPC-001085,13,RRUFF,Raman,R080110
SPC-001086,13,RRUFF,Raman,R100130
SPC-001087,13,RRUFF,Raman,R100219
SPC-001088,13,RRUFF,Raman,R110100
SPC-001089,13,RRUFF,Raman,R110103
SPC-001090,13,RRUFF,Raman,R110114
SPC-001091,13,RRUFF,Raman,R110118
SPC-001092,13,RRUFF,UNKNOWN,X050030_Raman_785_Raman_Data_Processed_e191ae2c4f5a5030d6cfde7033e2
SPC-001093,13,RRUFF,UNKNOWN,X050031_Raman_514_Raman_Data_Processed_c4fa22ee0864056a7fbbe105f442
SPC-001094,13,RRUFF,UNKNOWN,X080008_Raman_532_Raman_Data_Processed_b959acd4a94b1e71ee57aa14364e
SPC-001095,13,RRUFF,UNKNOWN,X080009_Raman_780_Raman_Data_Processed_33185948be935ab9409c1d8a4f21
SPC-001096,13,RRUFF,UNKNOWN,X080010_Raman_532_Raman_Data_Processed_96498cacfd11056c1753f4130939
SPC-001097,13,USGS,ASD,AV00
SPC-001098,13,USGS,ASD,AV00
SPC-001099,13,USGS,ASD,AV00
SPC-001100,13,USGS,ASD,AV00
SPC-001101,13,USGS,ASD,AV01
SPC-001102,13,USGS,ASD,AV01
SPC-001103,13,USGS,ASD,AV05
SPC-001104,13,USGS,ASD,AV05
SPC-001105,13,USGS,ASD,AV06
SPC-001106,13,USGS,ASD,AV06
SPC-001107,13,USGS,ASD,AV09
SPC-001108,13,USGS,ASD,AV09
SPC-001109,13,USGS,ASD,AV10
SPC-001110,13,USGS,ASD,AV10
SPC-001111,13,USGS,ASD,AV11
SPC-001112,13,USGS,ASD,AV11
SPC-001113,13,USGS,ASD,AV12
SPC-001114,13,USGS,ASD,AV12
SPC-001115,13,USGS,ASD,AV13
SPC-001116,13,USGS,ASD,AV13
SPC-001117,13,USGS,ASD,AV14
SPC-001118,13,USGS,ASD,AV14
SPC-001119,13,USGS,ASD,AV95
SPC-001120,13,USGS,ASD,AV95
SPC-001121,13,USGS,ASD,AV96
SPC-001122,13,USGS,ASD,AV96
SPC-001123,13,USGS,ASD,AV97
SPC-001124,13,USGS,ASD,AV97
SPC-001125,13,USGS,ASD,AV98
SPC-001126,13,USGS,ASD,AV98
SPC-001127,13,USGS,ASD,AV99
SPC-001128,13,USGS,ASD,AV99
SPC-001129,13,USGS,ASD,GDS9
SPC-001130,13,USGS,ASD,GDS9
SPC-001131,13,USGS,ASD,GDS9
SPC-001132,13,USGS,ASD,GDS9
SPC-001133,13,USGS,ASD,GDS9
SPC-001134,13,USGS,ASD,GDS9
SPC-001135,13,USGS,ASD,GDS9
SPC-001136,13,USGS,ASD,GDS9
SPC-001137,13,USGS,ASD,GDS9
SPC-001138,13,USGS,ASD,HS180.1B
SPC-001139,13,USGS,ASD,HS180.2B
SPC-001140,13,USGS,ASD,HS180.3B
SPC-001141,13,USGS,ASD,HS180.3B
SPC-001142,13,USGS,ASD,HS180.3B
SPC-001143,13,USGS,ASD,HS180.3B
SPC-001144,13,USGS,ASD,HS180.3B
SPC-001145,13,USGS,ASD,HS180.3B
SPC-001146,13,USGS,ASD,HS180.3B
SPC-001147,13,USGS,ASD,HS180.3B
SPC-001148,13,USGS,ASD,HS180.3B
SPC-001149,13,USGS,ASD,HS180.3B
SPC-001150,13,USGS,ASD,HS180.4B
SPC-001151,13,USGS,ASD,HS180.6
SPC-001152,13,USGS,ASD,HY07
SPC-001153,13,USGS,ASD,HY07
SPC-001154,13,USGS,ASD,HY14
SPC-001155,13,USGS,ASD,HY14
SPC-001156,13,USGS,ASD,M3t
SPC-001157,13,USGS,ASD,M3t
SPC-001158,14,RELAB,UNKNOWN,bir1cz001cf
SPC-001159,14,RELAB,UNKNOWN,bir1cz002cf
SPC-001160,14,RELAB,UNKNOWN,bir1ev005cf
SPC-001161,14,RELAB,UNKNOWN,bir1ev006cf
SPC-001162,14,RELAB,UNKNOWN,bir1ev009cf
SPC-001163,14,RELAB,UNKNOWN,bir1ev010cf
SPC-001164,14,RELAB,UNKNOWN,bir1ev011cf
SPC-001165,14,RELAB,UNKNOWN,bir1ev012cf
SPC-001166,14,RELAB,UNKNOWN,bir1ev013cf
SPC-001167,14,RELAB,UNKNOWN,bir1ev016cf
SPC-001168,14,RELAB,UNKNOWN,bir1ev017cf
SPC-001169,14,RELAB,UNKNOWN,bir1ev025cf
SPC-001170,14,RELAB,UNKNOWN,bir1ev027cf
SPC-001171,14,RELAB,UNKNOWN,bir1qq003cf
SPC-001172,14,RELAB,UNKNOWN,bir1qq004cf
SPC-001173,14,RELAB,UNKNOWN,bir1qq006cf
SPC-001174,14,RELAB,UNKNOWN,bir1qq007cf
SPC-001175,14,RELAB,UNKNOWN,bir1qx000cf
SPC-001176,14,RELAB,UNKNOWN,bir1sr071
SPC-001177,14,RELAB,UNKNOWN,bir1sr071a
SPC-001178,14,RELAB,UNKNOWN,bir1th007cf
SPC-001179,14,RELAB,UNKNOWN,bir1th009cf
SPC-001180,14,RELAB,UNKNOWN,bir1th012cf
SPC-001181,14,RELAB,UNKNOWN,c1cz01cf
SPC-001182,14,RELAB,UNKNOWN,c1cz02cf
SPC-001183,14,RELAB,UNKNOWN,c1ev05cf
SPC-001184,14,RELAB,UNKNOWN,c1ev06cf
SPC-001185,14,RELAB,UNKNOWN,c1ev09cf
SPC-001186,14,RELAB,UNKNOWN,c1ev10cf
SPC-001187,14,RELAB,UNKNOWN,c1ev11cf
SPC-001188,14,RELAB,UNKNOWN,c1ev12cf
SPC-001189,14,RELAB,UNKNOWN,c1ev13cf
SPC-001190,14,RELAB,UNKNOWN,c1ev16cf
SPC-001191,14,RELAB,UNKNOWN,c1ev17cf
SPC-001192,14,RELAB,UNKNOWN,c1ev25cf
SPC-001193,14,RELAB,UNKNOWN,c1ev27cf
SPC-001194,14,RELAB,UNKNOWN,c1qq03cf
SPC-001195,14,RELAB,UNKNOWN,c1qq04cf
SPC-001196,14,RELAB,UNKNOWN,c1qq06cf
SPC-001197,14,RELAB,UNKNOWN,c1qq07cf
SPC-001198,14,RELAB,UNKNOWN,c1qx00cf
SPC-001199,14,RELAB,UNKNOWN,c1sh47
SPC-001200,14,RELAB,UNKNOWN,c1sr71
SPC-001201,14,RELAB,UNKNOWN,c1sr71a
SPC-001202,14,RELAB,UNKNOWN,c1th07cf
SPC-001203,14,RELAB,UNKNOWN,c1th09cf
SPC-001204,14,RELAB,UNKNOWN,c1th12cf
SPC-001205,14,RELAB,UNKNOWN,c1xt06
SPC-001206,14,RELAB,UNKNOWN,c1xt07
SPC-001207,14,RELAB,UNKNOWN,c1xt08
SPC-001208,14,RELAB,UNKNOWN,c1xt09
SPC-001209,14,RRUFF,Raman,R040104
SPC-001210,14,RRUFF,Raman,R040108
SPC-001211,14,RRUFF,Raman,R040124
SPC-001212,14,RRUFF,Raman,R050080
SPC-001213,14,RRUFF,Raman,R050188
SPC-001214,14,RRUFF,Raman,R050198
SPC-001215,14,RRUFF,Raman,R060182
SPC-001216,14,RRUFF,Raman,R060266
SPC-001217,14,RRUFF,Raman,R061120
SPC-001218,14,RRUFF,Raman,R070107
SPC-001219,14,RRUFF,Raman,R100147
SPC-001220,14,RRUFF,UNKNOWN,X050119_Raman_785_Raman_Data_Processed_2839469c7ca72604833d4105e08b
SPC-001221,14,USGS,ASD,AV00
SPC-001222,14,USGS,ASD,AV00
SPC-001223,14,USGS,ASD,AV00
SPC-001224,14,USGS,ASD,AV00
SPC-001225,14,USGS,ASD,AV00
SPC-001226,14,USGS,ASD,AV00
SPC-001227,14,USGS,ASD,AV00
SPC-001228,14,USGS,ASD,AV00
SPC-001229,14,USGS,ASD,AV00
SPC-001230,14,USGS,ASD,AV00
SPC-001231,14,USGS,ASD,AV00
SPC-001232,14,USGS,ASD,AV00
SPC-001233,14,USGS,ASD,AV00
SPC-001234,14,USGS,ASD,AV00
SPC-001235,14,USGS,ASD,AV00
SPC-001236,14,USGS,ASD,AV00
SPC-001237,14,USGS,ASD,AV00
SPC-001238,14,USGS,ASD,CU91-250A
SPC-001239,14,USGS,ASD,CU91-252D
SPC-001240,14,USGS,ASD,CU93-65A
SPC-001241,14,USGS,ASD,GDS107
SPC-001242,14,USGS,ASD,GDS108
SPC-001243,14,USGS,ASD,GDS111
SPC-001244,14,USGS,ASD,GDS113
SPC-001245,14,USGS,ASD,GDS113
SPC-001246,14,USGS,ASD,GDS113a
SPC-001247,14,USGS,ASD,GDS114
SPC-001248,14,USGS,ASD,GDS116
SPC-001249,14,USGS,ASD,GDS116
SPC-001250,14,USGS,ASD,GDS116a
SPC-001251,14,USGS,ASD,GDS117
SPC-001252,14,USGS,ASD,GDS118
SPC-001253,14,USGS,ASD,GDS119
SPC-001254,14,USGS,ASD,GDS120
SPC-001255,14,USGS,ASD,HS146.3B
SPC-001256,14,USGS,ASD,HS24.3
SPC-001257,14,USGS,ASD,IL107
SPC-001258,15,RELAB,UNKNOWN,bir1sr066
SPC-001259,15,RELAB,UNKNOWN,bir1sr066a
SPC-001260,15,RELAB,UNKNOWN,bir1yy002
SPC-001261,15,RELAB,UNKNOWN,c1pk01
SPC-001262,15,RELAB,UNKNOWN,c1sd04
SPC-001263,15,RELAB,UNKNOWN,c1sr66
SPC-001264,15,RELAB,UNKNOWN,c1sr66a
SPC-001265,15,RELAB,UNKNOWN,c1yy02
SPC-001266,15,RELAB,UNKNOWN,c2sd04
SPC-001267,15,RELAB,UNKNOWN,c3sd04
SPC-001268,15,RRUFF,Raman,R040055
SPC-001269,15,RRUFF,Raman,R050185
SPC-001270,15,RRUFF,Raman,R050367
SPC-001271,15,RRUFF,Raman,R060077
SPC-001272,15,RRUFF,Raman,R070001
SPC-001273,15,RRUFF,Raman,R150014
SPC-001274,15,RRUFF,UNKNOWN,X050123-3_Raman_785_Raman_Data_Processed_7a50963275b9f586c7f865584293
SPC-001275,15,RRUFF,UNKNOWN,X050124-3_Raman_785_Raman_Data_Processed_3cfe4db4226c65530e27212e2047
SPC-001276,15,RRUFF,UNKNOWN,X050125_Raman_785_Raman_Data_Processed_7346026c2cbf2c57977063f7ea60
SPC-001277,15,RRUFF,UNKNOWN,X050126_Raman_785_Raman_Data_Processed_8e0cd2e26f59f9dd15538ec93e6c
SPC-001278,15,USGS,ASD,AV00
SPC-001279,15,USGS,ASD,AV00
SPC-001280,15,USGS,ASD,AV00
SPC-001281,15,USGS,ASD,AV01
SPC-001282,15,USGS,ASD,AV01
SPC-001283,15,USGS,ASD,AV01
SPC-001284,15,USGS,ASD,AV05
SPC-001285,15,USGS,ASD,AV05
SPC-001286,15,USGS,ASD,AV05
SPC-001287,15,USGS,ASD,AV06
SPC-001288,15,USGS,ASD,AV06
SPC-001289,15,USGS,ASD,AV06
SPC-001290,15,USGS,ASD,AV09
SPC-001291,15,USGS,ASD,AV09
SPC-001292,15,USGS,ASD,AV09
SPC-001293,15,USGS,ASD,AV10
SPC-001294,15,USGS,ASD,AV10
SPC-001295,15,USGS,ASD,AV10
SPC-001296,15,USGS,ASD,AV11
SPC-001297,15,USGS,ASD,AV11
SPC-001298,15,USGS,ASD,AV11
SPC-001299,15,USGS,ASD,AV12
SPC-001300,15,USGS,ASD,AV12
SPC-001301,15,USGS,ASD,AV12
SPC-001302,15,USGS,ASD,AV13
SPC-001303,15,USGS,ASD,AV13
SPC-001304,15,USGS,ASD,AV13
SPC-001305,15,USGS,ASD,AV14
SPC-001306,15,USGS,ASD,AV14
SPC-001307,15,USGS,ASD,AV14
SPC-001308,15,USGS,ASD,AV95
SPC-001309,15,USGS,ASD,AV95
SPC-001310,15,USGS,ASD,AV95
SPC-001311,15,USGS,ASD,AV96
SPC-001312,15,USGS,ASD,AV96
SPC-001313,15,USGS,ASD,AV96
SPC-001314,15,USGS,ASD,AV97
SPC-001315,15,USGS,ASD,AV97
SPC-001316,15,USGS,ASD,AV97
SPC-001317,15,USGS,ASD,AV98
SPC-001318,15,USGS,ASD,AV98
SPC-001319,15,USGS,ASD,AV98
SPC-001320,15,USGS,ASD,AV99
SPC-001321,15,USGS,ASD,AV99
SPC-001322,15,USGS,ASD,AV99
SPC-001323,15,USGS,ASD,GDS57
SPC-001324,15,USGS,ASD,GDS57
SPC-001325,15,USGS,ASD,GDS57
SPC-001326,15,USGS,ASD,GDS57
SPC-001327,15,USGS,ASD,GDS57
SPC-001328,15,USGS,ASD,HY07
SPC-001329,15,USGS,ASD,HY07
SPC-001330,15,USGS,ASD,HY07
SPC-001331,15,USGS,ASD,HY14
SPC-001332,15,USGS,ASD,HY14
SPC-001333,15,USGS,ASD,HY14
SPC-001334,15,USGS,ASD,M3t
SPC-001335,15,USGS,ASD,M3t
SPC-001336,15,USGS,ASD,M3t
SPC-001337,15,USGS,ASD,NMNH113188
SPC-001338,15,USGS,ASD,NMNH113188
SPC-001339,15,USGS,ASD,NMNH113188
SPC-001340,15,USGS,ASD,NMNH113188
SPC-001341,15,USGS,ASD,NMNH113188
SPC-001342,15,USGS,ASD,NMNH142137
SPC-001343,15,USGS,ASD,NMNH142137
SPC-001344,15,USGS,ASD,NMNH142137
SPC-001345,15,USGS,ASD,NMNH142137
SPC-001346,15,USGS,ASD,NMNH142137
SPC-001347,16,RELAB,UNKNOWN,bir1sr045
SPC-001348,16,RELAB,UNKNOWN,bir1sr045a
SPC-001349,16,RELAB,UNKNOWN,bir1sr050
SPC-001350,16,RELAB,UNKNOWN,bir1sr050a
SPC-001351,16,RELAB,UNKNOWN,c1sr45
SPC-001352,16,RELAB,UNKNOWN,c1sr45a
SPC-001353,16,RELAB,UNKNOWN,c1sr50
SPC-001354,16,RELAB,UNKNOWN,c1sr50a
SPC-001355,16,RRUFF,Raman,R040154
SPC-001356,16,RRUFF,Raman,R050054
SPC-001357,16,RRUFF,Raman,R050150
SPC-001358,16,RRUFF,Raman,R050193
SPC-001359,16,RRUFF,Raman,R120005
SPC-001360,16,RRUFF,Raman,R150015
SPC-001361,16,RRUFF,UNKNOWN,X050117_Raman_785_Raman_Data_Processed_4d25e8b37a1d1276a061bfc97339
SPC-001362,16,USGS,ASD,AV00
SPC-001363,16,USGS,ASD,AV00
SPC-001364,16,USGS,ASD,AV00
SPC-001365,16,USGS,ASD,AV00
SPC-001366,16,USGS,ASD,AV00
SPC-001367,16,USGS,ASD,AV00
SPC-001368,16,USGS,ASD,AV01
SPC-001369,16,USGS,ASD,AV01
SPC-001370,16,USGS,ASD,AV01
SPC-001371,16,USGS,ASD,AV01
SPC-001372,16,USGS,ASD,AV01
SPC-001373,16,USGS,ASD,AV01
SPC-001374,16,USGS,ASD,AV05
SPC-001375,16,USGS,ASD,AV05
SPC-001376,16,USGS,ASD,AV05
SPC-001377,16,USGS,ASD,AV05
SPC-001378,16,USGS,ASD,AV05
SPC-001379,16,USGS,ASD,AV05
SPC-001380,16,USGS,ASD,AV06
SPC-001381,16,USGS,ASD,AV06
SPC-001382,16,USGS,ASD,AV06
SPC-001383,16,USGS,ASD,AV06
SPC-001384,16,USGS,ASD,AV06
SPC-001385,16,USGS,ASD,AV06
SPC-001386,16,USGS,ASD,AV09
SPC-001387,16,USGS,ASD,AV09
SPC-001388,16,USGS,ASD,AV09
SPC-001389,16,USGS,ASD,AV09
SPC-001390,16,USGS,ASD,AV09
SPC-001391,16,USGS,ASD,AV09
SPC-001392,16,USGS,ASD,AV10
SPC-001393,16,USGS,ASD,AV10
SPC-001394,16,USGS,ASD,AV10
SPC-001395,16,USGS,ASD,AV10
SPC-001396,16,USGS,ASD,AV10
SPC-001397,16,USGS,ASD,AV10
SPC-001398,16,USGS,ASD,AV11
SPC-001399,16,USGS,ASD,AV11
SPC-001400,16,USGS,ASD,AV11
SPC-001401,16,USGS,ASD,AV11
SPC-001402,16,USGS,ASD,AV11
SPC-001403,16,USGS,ASD,AV11
SPC-001404,16,USGS,ASD,AV12
SPC-001405,16,USGS,ASD,AV12
SPC-001406,16,USGS,ASD,AV12
SPC-001407,16,USGS,ASD,AV12
SPC-001408,16,USGS,ASD,AV12
SPC-001409,16,USGS,ASD,AV12
SPC-001410,16,USGS,ASD,AV13
SPC-001411,16,USGS,ASD,AV13
SPC-001412,16,USGS,ASD,AV13
SPC-001413,16,USGS,ASD,AV13
SPC-001414,16,USGS,ASD,AV13
SPC-001415,16,USGS,ASD,AV13
SPC-001416,16,USGS,ASD,AV14
SPC-001417,16,USGS,ASD,AV14
SPC-001418,16,USGS,ASD,AV14
SPC-001419,16,USGS,ASD,AV14
SPC-001420,16,USGS,ASD,AV14
SPC-001421,16,USGS,ASD,AV14
SPC-001422,16,USGS,ASD,AV95
SPC-001423,16,USGS,ASD,AV95
SPC-001424,16,USGS,ASD,AV95
SPC-001425,16,USGS,ASD,AV95
SPC-001426,16,USGS,ASD,AV95
SPC-001427,16,USGS,ASD,AV95
SPC-001428,16,USGS,ASD,AV96
SPC-001429,16,USGS,ASD,AV96
SPC-001430,16,USGS,ASD,AV96
SPC-001431,16,USGS,ASD,AV96
SPC-001432,16,USGS,ASD,AV96
SPC-001433,16,USGS,ASD,AV96
SPC-001434,16,USGS,ASD,AV97
SPC-001435,16,USGS,ASD,AV97
SPC-001436,16,USGS,ASD,AV97
SPC-001437,16,USGS,ASD,AV97
SPC-001438,16,USGS,ASD,AV97
SPC-001439,16,USGS,ASD,AV97
SPC-001440,16,USGS,ASD,AV98
SPC-001441,16,USGS,ASD,HS103.3B
SPC-001442,16,USGS,ASD,HS107.3B
SPC-001443,16,USGS,ASD,HS108.3B
SPC-001444,16,USGS,ASD,HS151.3B
SPC-001445,16,USGS,ASD,HS82.3B
SPC-001446,16,USGS,ASD,NMNH135231
SPC-001447,17,RELAB,UNKNOWN,bir1jb587
SPC-001448,17,RELAB,UNKNOWN,bir1sr047
SPC-001449,17,RELAB,UNKNOWN,bir1sr047a
SPC-001450,17,RELAB,UNKNOWN,bir2sr047
SPC-001451,17,RELAB,UNKNOWN,c1dh15
SPC-001452,17,RELAB,UNKNOWN,c1dh24
SPC-001453,17,RELAB,UNKNOWN,c1jb587
SPC-001454,17,RELAB,UNKNOWN,c1pa05
SPC-001455,17,RELAB,UNKNOWN,c1sr47
SPC-001456,17,RELAB,UNKNOWN,c1sr47a
SPC-001457,17,RELAB,UNKNOWN,c1ys04
SPC-001458,17,RELAB,UNKNOWN,capa05
SPC-001459,17,RELAB,UNKNOWN,cbpa05
SPC-001460,17,RELAB,UNKNOWN,ccpa05
SPC-001461,17,RELAB,UNKNOWN,cepa05
SPC-001462,17,RELAB,UNKNOWN,cgpa05
SPC-001463,17,RELAB,UNKNOWN,nnapa5
SPC-001464,17,RELAB,UNKNOWN,nnbpa5
SPC-001465,17,RELAB,UNKNOWN,nncpa5
SPC-001466,17,RELAB,UNKNOWN,nnepa5
SPC-001467,17,RELAB,UNKNOWN,nnfpa5
SPC-001468,17,RELAB,UNKNOWN,nngpa5
SPC-001469,17,RRUFF,Raman,R040068
SPC-001470,17,RRUFF,Raman,R040129
SPC-001471,17,RRUFF,Raman,R050253
SPC-001472,17,RRUFF,Raman,R050402
SPC-001473,17,RRUFF,Raman,R060054
SPC-001474,17,RRUFF,Raman,R070268
SPC-001475,17,RRUFF,Raman,R100169
SPC-001476,17,RRUFF,Raman,R230008
SPC-001477,17,RRUFF,UNKNOWN,X050005_Raman_785_Raman_Data_Processed_ee758c933b89f5f67eacebe307f0
SPC-001478,17,RRUFF,UNKNOWN,X050006_Raman_785_Raman_Data_Processed_cdc32833367b78168c820d846000
SPC-001479,17,RRUFF,UNKNOWN,X050007_Raman_785_Raman_Data_Processed_d171786ded00d50b1d8b944fe0a2
SPC-001480,17,RRUFF,UNKNOWN,X050008_Raman_785_Raman_Data_Processed_0ffdcfe030ebe5e63bb927716676
SPC-001481,17,RRUFF,UNKNOWN,X050014_Raman_785_Raman_Data_Processed_16e4509484f7a0cf497e744b5a4a
SPC-001482,17,RRUFF,UNKNOWN,X050127_Raman_785_Raman_Data_Processed_4a344f9bcb34faf016249af6567a
SPC-001483,17,USGS,ASD,AV00
SPC-001484,17,USGS,ASD,AV00
SPC-001485,17,USGS,ASD,AV00
SPC-001486,17,USGS,ASD,AV00
SPC-001487,17,USGS,ASD,AV00
SPC-001488,17,USGS,ASD,AV01
SPC-001489,17,USGS,ASD,AV01
SPC-001490,17,USGS,ASD,AV01
SPC-001491,17,USGS,ASD,AV01
SPC-001492,17,USGS,ASD,AV01
SPC-001493,17,USGS,ASD,AV05
SPC-001494,17,USGS,ASD,AV05
SPC-001495,17,USGS,ASD,AV05
SPC-001496,17,USGS,ASD,AV05
SPC-001497,17,USGS,ASD,AV05
SPC-001498,17,USGS,ASD,AV06
SPC-001499,17,USGS,ASD,AV06
SPC-001500,17,USGS,ASD,AV06
SPC-001501,17,USGS,ASD,AV06
SPC-001502,17,USGS,ASD,AV06
SPC-001503,17,USGS,ASD,AV09
SPC-001504,17,USGS,ASD,AV09
SPC-001505,17,USGS,ASD,AV09
SPC-001506,17,USGS,ASD,AV09
SPC-001507,17,USGS,ASD,AV09
SPC-001508,17,USGS,ASD,AV10
SPC-001509,17,USGS,ASD,AV10
SPC-001510,17,USGS,ASD,AV10
SPC-001511,17,USGS,ASD,AV10
SPC-001512,17,USGS,ASD,AV10
SPC-001513,17,USGS,ASD,AV11
SPC-001514,17,USGS,ASD,AV11
SPC-001515,17,USGS,ASD,AV11
SPC-001516,17,USGS,ASD,AV11
SPC-001517,17,USGS,ASD,AV11
SPC-001518,17,USGS,ASD,AV12
SPC-001519,17,USGS,ASD,AV12
SPC-001520,17,USGS,ASD,AV12
SPC-001521,17,USGS,ASD,AV12
SPC-001522,17,USGS,ASD,AV12
SPC-001523,17,USGS,ASD,AV13
SPC-001524,17,USGS,ASD,AV13
SPC-001525,17,USGS,ASD,AV13
SPC-001526,17,USGS,ASD,AV13
SPC-001527,17,USGS,ASD,AV13
SPC-001528,17,USGS,ASD,AV14
SPC-001529,17,USGS,ASD,AV14
SPC-001530,17,USGS,ASD,AV14
SPC-001531,17,USGS,ASD,AV14
SPC-001532,17,USGS,ASD,AV14
SPC-001533,17,USGS,ASD,AV95
SPC-001534,17,USGS,ASD,AV95
SPC-001535,17,USGS,ASD,AV95
SPC-001536,17,USGS,ASD,AV95
SPC-001537,17,USGS,ASD,AV95
SPC-001538,17,USGS,ASD,AV96
SPC-001539,17,USGS,ASD,AV96
SPC-001540,17,USGS,ASD,AV96
SPC-001541,17,USGS,ASD,AV96
SPC-001542,17,USGS,ASD,HS143.3B
SPC-001543,17,USGS,ASD,HS324.3B
SPC-001544,17,USGS,ASD,HS66.3B
SPC-001545,17,USGS,ASD,NMNH103200
SPC-001546,17,USGS,ASD,NMNHC5390
SPC-001547,18,RELAB,UNKNOWN,397s224
SPC-001548,18,RELAB,UNKNOWN,bir1jb273a
SPC-001549,18,RELAB,UNKNOWN,bir1jb273d
SPC-001550,18,RELAB,UNKNOWN,bir1jb274a
SPC-001551,18,RELAB,UNKNOWN,bir1jb274d
SPC-001552,18,RELAB,UNKNOWN,bir1jb275a
SPC-001553,18,RELAB,UNKNOWN,bir1jb275d
SPC-001554,18,RELAB,UNKNOWN,bir1jb320
SPC-001555,18,RELAB,UNKNOWN,bir1jb322
SPC-001556,18,RELAB,UNKNOWN,bir1jb324
SPC-001557,18,RELAB,UNKNOWN,bir1sr055
SPC-001558,18,RELAB,UNKNOWN,bir1sr055a
SPC-001559,18,RELAB,UNKNOWN,bmr1np030
SPC-001560,18,RELAB,UNKNOWN,bmr1np031
SPC-001561,18,RELAB,UNKNOWN,bmr1np032
SPC-001562,18,RELAB,UNKNOWN,bmr1np033
SPC-001563,18,RELAB,UNKNOWN,bmr1np034
SPC-001564,18,RELAB,UNKNOWN,bmr1np035
SPC-001565,18,RELAB,UNKNOWN,bmr1np036
SPC-001566,18,RELAB,UNKNOWN,bmr1np037
SPC-001567,18,RELAB,UNKNOWN,c1jb224
SPC-001568,18,RELAB,UNKNOWN,c1jb273a
SPC-001569,18,RELAB,UNKNOWN,c1jb273d
SPC-001570,18,RELAB,UNKNOWN,c1jb274a
SPC-001571,18,RELAB,UNKNOWN,c1jb274d
SPC-001572,18,RELAB,UNKNOWN,c1jb275a
SPC-001573,18,RELAB,UNKNOWN,c1jb275d
SPC-001574,18,RELAB,UNKNOWN,c1jb320
SPC-001575,18,RELAB,UNKNOWN,c1jb321
SPC-001576,18,RELAB,UNKNOWN,c1jb322
SPC-001577,18,RELAB,UNKNOWN,c1jb324
SPC-001578,18,RELAB,UNKNOWN,c1sg05
SPC-001579,18,RELAB,UNKNOWN,c1sr55
SPC-001580,18,RELAB,UNKNOWN,c1sr55a
SPC-001581,18,RELAB,UNKNOWN,c2jb320
SPC-001582,18,RELAB,UNKNOWN,c2jb322
SPC-001583,18,RELAB,UNKNOWN,came02
SPC-001584,18,RRUFF,Raman,Fluorapatite
SPC-001585,18,RRUFF,Raman,R040098
SPC-001586,18,RRUFF,Raman,R050122
SPC-001587,18,RRUFF,Raman,R050192
SPC-001588,18,RRUFF,Raman,R050194
SPC-001589,18,RRUFF,Raman,R050274
SPC-001590,18,RRUFF,Raman,R050340
SPC-001591,18,RRUFF,Raman,R050369
SPC-001592,18,RRUFF,Raman,R050401
SPC-001593,18,RRUFF,Raman,R050512
SPC-001594,18,RRUFF,Raman,R050529
SPC-001595,18,RRUFF,Raman,R050617
SPC-001596,18,RRUFF,Raman,R060070
SPC-001597,18,RRUFF,Raman,R060180
SPC-001598,18,RRUFF,Raman,R060184
SPC-001599,18,RRUFF,Raman,R060192
SPC-001600,18,RRUFF,Raman,R060333
SPC-001601,18,RRUFF,Raman,R060421
SPC-001602,18,RRUFF,Raman,R070163
SPC-001603,18,RRUFF,Raman,R100225
SPC-001604,18,RRUFF,Raman,R130713
SPC-001605,19,RELAB,UNKNOWN,1101f549
SPC-001606,19,RELAB,UNKNOWN,1101f550
SPC-001607,19,RELAB,UNKNOWN,1101s549
SPC-001608,19,RELAB,UNKNOWN,1101s550
