GSUID,spectrum_id,crystal_system,space_group,symmetry_rank,symmetry_index,symmetry_complexity_score
000ac7b198457345e0787adac5b526cef245000f,SPC-001335,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
001ff623263fc966652bddd614d3fa39b8da2367,SPC-001244,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
002342928542d7217206252b32945ea3a5f66f5d,SPC-000750,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
002cde1746bb9f4d533e8ed6550fd2e941b59c25,SPC-001129,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
0031183577a903a1697e917b224bc7969867631a,SPC-000386,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
005bf1cf93bfd1494160dba01f9cfdd0d452b2e9,SPC-000480,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
00a3eeace8d04f6c87b639b62e88fb5267168c36,SPC-000555,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
00c8b30865ff037fdcfc596f47cab425261b9718,SPC-000784,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
00d40057f9003990547ffe6db427dc9a407f931b,SPC-000732,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
013670f8d0b1657d945a0ba5b77b13bd5e2e0791,SPC-001584,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
014bad7a2a6d8decbc7910be18af1bc535919cf4,SPC-001674,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
016caae635be1c100c494426a6fedd6e29af88d7,SPC-000345,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0172ce2450b3bf18144810b4093c4583e464d14a,SPC-000994,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
019335302582da34031ab4aafe63692e11720611,SPC-001619,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
01b3314979adcc7fc0a7014cdb673c0dc4ab2e84,SPC-001525,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
01bf750b98f6e5647d68eb48e174b12e6145ed74,SPC-001045,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
01fd055a37a9f3c63ec33877e22e4a5b78d7d3b5,SPC-000989,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0222500c48c55be4751f89ee0155b92a5f076e17,SPC-000820,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
026c142c845fe27a037266fecae123b64e96056e,SPC-000849,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
02747bf3026ce5e34371a2c9615a2b02103bb4e9,SPC-001263,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
02d4e41b91cfe0abd3e68d8967847b7b96e36919,SPC-001197,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
030661f7ffed9be96ccad41356e723622c88a32b,SPC-001420,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
03445aae78e07305c00fe01d49f15dbf4a178e52,SPC-000498,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
03891c642aaa97e8e3543a419efe0e35380350b6,SPC-001050,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
039137861c23ae9eaa936c564820930f8277e380,SPC-000040,Cubic,Ia-3d,7,1.0,0.0
039c3dc792309feff3c5f8dbf72b4b112580f98f,SPC-000261,Cubic,Fd-3m,7,1.0,0.0
03af84b0ab3dbe06340221a658839e5ebaa17adf,SPC-000096,Cubic,Ia-3d,7,1.0,0.0
041b77f2acd436a8d4d9da0c20027d952115bf0d,SPC-000603,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
041c1bd6e2cb13e772afd9bd7899d0d0d5ae46d6,SPC-001159,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
0477b1db3d578acbc3a994d1ae12cc89d1cb74da,SPC-000393,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
04a5a41fecfc7adfeaa0d8da373b1680f2b5a32f,SPC-000856,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
04c6168965b5fb68645441010a6d400fdf62c737,SPC-001452,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
050b8ede397de5c7c3e58f7602e559e850e4aeab,SPC-001163,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
050d5a43fdfbf86ad446fa1514ea8229afa367d1,SPC-001247,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
050ddd4d42afb6ba18486ec31bda621ea48bb76f,SPC-000503,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
057409cf98f0f5e7d828e321c72c4496646a2778,SPC-000819,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0574c0bae847362d1a15d7e2fb4df7cf4149095b,SPC-000101,Cubic,Ia-3d,7,1.0,0.0
059ffb544d5076803aa25f6254bb3dba4574011e,SPC-000324,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
05b13cfcd4ee4ba848e157701ff26e561d35709f,SPC-001382,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
05c48b154abac7c69f5927b1b35945a9bed9c499,SPC-001630,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
05cd8c33ff706ffdc91b0f6c122714979b0c84f5,SPC-000887,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
05e41d4877f1783293ff3d1c3dae105788dc773c,SPC-001193,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
05e8085449add4d52ad0cf62cfa9cbff6498b2e7,SPC-001393,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
0655ce5d8171e86702405095cf1530191524817c,SPC-000229,Cubic,Fd-3m,7,1.0,0.0
065a9a85943346da630b959092bb4ef500436ba3,SPC-000908,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
0663af4051bec66e27f65e684290bcce715ac652,SPC-000167,Cubic,Ia-3d,7,1.0,0.0
0675107e8e1b74efe435fde7e0844009c5bbaa93,SPC-000081,Cubic,Ia-3d,7,1.0,0.0
06768c2edcaa03f82c99387ac504eb595fc88844,SPC-001451,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
067719406178a1c883737d953c2c4095c7ce7cb0,SPC-001655,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0698906b83ed6ff1bf34d9a69b001efd0ac0f90b,SPC-001269,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
069b38dfa5f6e260f5b0337881fb44e40a54fe5f,SPC-001768,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
06a6f087479a6b6605127811688ba8e5f1085980,SPC-001442,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
06bd29cc9b608d646a2474f2d1eeb6859315f21e,SPC-000221,Cubic,Fd-3m,7,1.0,0.0
06d6d4e43abbcd444da45d7df765c57d974d2509,SPC-001334,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
06dcffa1397f3d1dfe4b199721d5ab92080730ff,SPC-001436,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
06de834def64a1b9ca3a759f99dbdb6f7a7051ce,SPC-000460,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
06e5353a834b05b647efc9a5eaccfd86b48ca87c,SPC-001299,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
06eac19e2682b7c21312c25dbc75ac70975febc3,SPC-001114,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
070f33dbfa0ea2393a835c371cbf67595790b1a3,SPC-000898,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
07516e43e000635c0f14b29e2f0c8c165169ea8c,SPC-001449,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
07914d17a33be2e7b449addf935cf37672b88f23,SPC-000567,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
07bf2c81e3ac6288745f09bed1c3e6ce678b0976,SPC-001498,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
07c8a27b8a991e10f12c00603ef835bc581f74dc,SPC-001139,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
07ddfbabd48ec28dc94f2f0218c799a99ff5b425,SPC-000489,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
0811de89d690060c35a9e9160d7ad9a3e5eadef9,SPC-000576,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
083185cab45e61249172e81465c8954e2ef3a1f1,SPC-001261,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
08664c149775a1d460cec9883edab098997947e5,SPC-001265,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
086c4e3b30c0aea5e0be271d39ed637db21bc693,SPC-000121,Cubic,Ia-3d,7,1.0,0.0
088e93224622f42d4c5a1112a962096e2abe01e3,SPC-000848,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
08d43091d99c6eee44cbcf7ca6ea4a06bf19b4ed,SPC-001457,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
08df7453ab0faad289b2f50466eccff21b4641fa,SPC-001533,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
08e5a860353a3b8e9340f6ef0b0dde51cd793231,SPC-000629,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
08f98a3ff5593ba40f13021d7b6f9e96d103860a,SPC-001480,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
09185de91ad3947560fb11efe287e5c2ca99617a,SPC-000507,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
093e52a90d4dd6e3f71438ece1fc4be0b58606f0,SPC-000240,Cubic,Fd-3m,7,1.0,0.0
0963b39322bad1c236b9650dbc392531a6df3103,SPC-000859,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0964e094a97da002adbbedf052de6b5eb4605a12,SPC-000811,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
097a0f4e342953ad71b43c5aea031e3e2915cdac,SPC-001577,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
09c7a143fc1610fbc7cd1343e60505613fa501ac,SPC-001317,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
09e6bd371918eb101c8be03d67be7c00a29ff466,SPC-000759,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0a10f32491f983f3310f623f1799f446ec0cbbff,SPC-000376,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0a227a90261fed57cdce25144a7fd5a27e0ad279,SPC-001653,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0a2cba30f40eabe75ebe2e07d083d8a341ed672b,SPC-000668,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0a39f1097020e30173d74b5a8f5f6872b0210eec,SPC-001709,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0a5e19dfbd144f8815bb5b3522d4805a0662e647,SPC-000781,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0a7d6c2bbcaa98aa5762a7b381bc9e6c57ae4035,SPC-000644,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
0aa03a47e6f2e8e07837dce7761297d2b4d6941b,SPC-001561,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
0aa51857b5156e5997db31ec11eada17b4ae2d3e,SPC-000457,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
0ab6b9d73161ff8ea921c2c34c29e34360a52d83,SPC-001002,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0ad47c0965ee482fea9278c61c3c792a6cf2521b,SPC-000024,Cubic,Ia-3d,7,1.0,0.0
0aee05042b46d77d68fc5239bd5a2dbd130d4671,SPC-001646,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0afc47272032d243fe6daa605f15fb673a8f36cc,SPC-000708,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0b12bf4b972c7d5a6484218ecef6ddeae60523cd,SPC-001778,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0b2188b843a7ebe0f3d25bd657652e863276a580,SPC-000938,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
0b2fef66f964796a2c62e7a087d4bdd61e346cae,SPC-000703,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0b37927e46866ead421a44eace04f0b4c3e6cdd6,SPC-000839,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0b3aca65ddb848169bfecaaa0b9268f6adbe2e74,SPC-001518,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
0b56f403fd133b65d37765377039531c7a170cb8,SPC-001738,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0b62155ae5d23bcef890f445a05b0139354a2a82,SPC-000315,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0bc26d8f8e604616fb20ce468739dedee845522b,SPC-000814,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0be4b32cc7b0960857db5db0379f499f0e833502,SPC-000982,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0c0f6bea98fed18c4f9fd1b1d599de6a28005f09,SPC-001484,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
0c16b2d5a10885f8e2df74cfa73424c066de260f,SPC-000390,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0c1c79bfe085292858abb4b2c3352ba4dc8bf757,SPC-000200,Cubic,Ia-3d,7,1.0,0.0
0c58ea19906a086da885106ce4931f184cd826b2,SPC-000834,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0c6d7c5bfb1efa3500bc0360de414acbf1678bca,SPC-001070,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
0c88d4b129266d0c710374c5d584d5cf4edab0cc,SPC-000782,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0c898fac4ab64aa0642e83ef8a97a0b8eac1d506,SPC-000977,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0c9642a38aef595c8fc5336d2c10a795df401bde,SPC-001586,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
0cd6c49d43d6c11c8c9f1cf1ae5ff40b9eaff264,SPC-001715,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0ce54f1942eecf0d001c1cf36fd937c690c96534,SPC-001429,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
0d09af834f782b78ebc52277fb79e14f1579bec9,SPC-001570,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
0d1405cf46d7f09fc49471c850480b67b26becba,SPC-001710,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0d2803927b7324f72689dcd2a6bf2f1ee49711dd,SPC-000988,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0d31511914657b9a69191a6eab70fbebcb2d73b8,SPC-000825,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0d40fe75bd223738c3f8669df77ee96f888d4c3b,SPC-000831,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0e025421fa61c7e814ae8628fb38cbe0fbaf1c54,SPC-001489,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
0e04ff0d2473fd9ab3a9559fe149d8477449aecb,SPC-000777,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0e2bb79baeccc206e78c319289e96e13f06b4f66,SPC-000441,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
0e2f6bce0d1c440f3799b6246caca5d1b9b782d1,SPC-000530,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
0e3836d07c5cbb9940484e64cf545d266ea5801c,SPC-001568,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
0e58a3d5737e39d006b0687656ceab32d1909231,SPC-000510,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
0e5a5c056c21ef5bf6df58b9f7b646cdd4691eb6,SPC-000996,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
0e6a4cd05e165c58621f20e092ad103a393f4deb,SPC-001727,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0e7bf060f2d2f10b10e11cf22b630a05a7669a76,SPC-001222,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
0e808f5e811035e08d8db5221d879358ecffd0ce,SPC-000332,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0ea85188506d2d943eca958d540a95fba82b10d8,SPC-000793,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0ed3073fb8e883e4201f16c6af792d1b23db6c34,SPC-000962,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
0f0b8e605fefc1a6c0f1367b7b62e257070f1789,SPC-001729,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
0fb050e321e153e3d70282d3ad15657d8c7b444f,SPC-000381,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
0fc3cf7290847c65f818ce2445964f6ac83e7061,SPC-001085,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
0fdd714a1d180d1b8beef9208787b1453bf4451c,SPC-001082,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
0fe3fe418748a0b01922f9cb588e25b7eb049ee0,SPC-000686,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
0ff0aecb86467f519125901823199c1191ba8319,SPC-000004,Cubic,Ia-3d,7,1.0,0.0
1019421e9103a753c3dd1a4836905ed408490b57,SPC-000985,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
101ec1af3ec0b2e533f99bcd411b40f10d65675c,SPC-000523,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
1034f386716987d8d4bed643c0690ba6a264f973,SPC-000049,Cubic,Ia-3d,7,1.0,0.0
103d8a38d497ee0ba21ea715944bed5b43646096,SPC-000276,Cubic,Fd-3m,7,1.0,0.0
10453560cbfc6faa0af3e1a94d66e43675021c62,SPC-000001,Cubic,Ia-3d,7,1.0,0.0
10601feb6df0963b2066898ef113f52bf7e3bd56,SPC-000632,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
1060a174fa34cfb2c5e8b796ec54d49d3a7d35fc,SPC-001496,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
10c90e39ec199dfb2533ce18226904473bd88919,SPC-000909,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
10e5377c301dcce7f0dc12f83e8f60f898bfe2b1,SPC-001649,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
10fed5f398563d1d43db332358dd50aed4077f7d,SPC-000164,Cubic,Ia-3d,7,1.0,0.0
1101c3e1af4d658a6994623c232f8ab21fed3abc,SPC-001024,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
1124de931ca7ef4370a4435af85e941c0cd823a9,SPC-001058,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
112a3fb17121e5b27c0ce912798276194978078b,SPC-001801,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
11b6b537867aa52efe43ce89f582dba62fc2c783,SPC-000952,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
11bc17f1592c0b2d5be7d52498359a7d6c16cba7,SPC-000243,Cubic,Fd-3m,7,1.0,0.0
11e0d32be193ecdac2f0da55e908fce7954982fd,SPC-000736,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
12168ef4ba98442fa519c298a316c95300e4904c,SPC-001030,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
123a10a9d8cf5e11ba56ad570fb520380e7ebe2d,SPC-001445,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
1247ffdbdfd4892443f79511c029e00c3299702b,SPC-000813,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
12655c8cd7a6621fd949fa7bce2ff00a1d55205e,SPC-001634,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
126dfc38b9dbb5beeb81e8d954831603a2dbd7cc,SPC-001415,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
1299fd5df5adbc8d0d8a391acde3ba9b20a2f3ef,SPC-001095,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
12a4efaa31a2eabdf3ffd75c519cee08b07de6cc,SPC-000619,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
12a712741401bfcc2caf4548c60c5c75c1ccfcee,SPC-000357,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
12e4313cd2213861bc11e5a3dc1bfec8d0d65399,SPC-000693,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
13173b749eacdd563fc667f02fb95bf31da38544,SPC-000184,Cubic,Ia-3d,7,1.0,0.0
139ff316938b67cbe8584590d0b4c2eba5119049,SPC-000903,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
13a1ea50f5d43a2574552a27db7bc085b29c194d,SPC-001383,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
13d22e88c71869c03416d93a5a57940597ae230f,SPC-001434,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
13d4ab133abc5381debd74ee41e7c2074fbc3acc,SPC-000783,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
13eead4be66eaf80b7bac23b0a1ac1b462eb9be5,SPC-001717,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
13f1bac8469baeaa8ab8752764da8ae67a61e042,SPC-000807,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
14204a7d31f3b953ef0242a85472ae9feffd8dda,SPC-001527,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
14642f34eebdeb575f9e1282e894af50c582d5a8,SPC-001581,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
1477a4e2499dd4433fb20d2f84947c78c5828b3f,SPC-001637,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
1481681099e655f6f59462bfa1194067c6c214b0,SPC-000652,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
149e0b122e42d1df9a7e8110f65ca061fee53088,SPC-000105,Cubic,Ia-3d,7,1.0,0.0
14aa90d813a097ebc370ed1701f2ad7a00e674a8,SPC-000291,Cubic,Fd-3m,7,1.0,0.0
14f31be65df74442fe6b935425edb4fcf1237185,SPC-000215,Cubic,Ia-3d,7,1.0,0.0
14fb6d8e099d5bd0f2abe4c66b894e95ec3be732,SPC-001357,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
15187786bb502ff6d2b927ba33d93888fab00b32,SPC-001060,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
156fadf9eba8bc9ad5bcefe4a86cf630dd42637c,SPC-000067,Cubic,Ia-3d,7,1.0,0.0
15e1e3606bcf3800d7911be3ece77dc24f72e5bf,SPC-000077,Cubic,Ia-3d,7,1.0,0.0
15f4183bb2b0971ea728ff8d7d57bca6c914f9db,SPC-000367,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
15fa1e354a8fe86f5406e83596e999bd02a1b847,SPC-001091,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
166cd6a95d488aca9333f5da95df4d476fa614c5,SPC-001283,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
1672ec2f6c95ebb3961b98d4eaf5e671cb9b5e6f,SPC-001330,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
167951ebcf19597d792b9bf21ff9696a8423adae,SPC-001684,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
168a836c79bfd1e5d7153f5942ba1c7496171975,SPC-001670,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
16a476b2c2a343378d1aee2775501a0ccf8e4f21,SPC-000326,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
16a72ce6f2060355eff9c8685ae26346cfa2e122,SPC-001373,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
16bad9edb40f565225f8a61906a5e72afedeb909,SPC-001604,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
16be0debdca96f2abe380daa2575a700c055469a,SPC-000059,Cubic,Ia-3d,7,1.0,0.0
16bf087ec672f13a102cf98594cf3ac059e4257a,SPC-000298,Cubic,Fd-3m,7,1.0,0.0
16f0bbe5d1d6d2b839ee86b35dba5daaa7073fe8,SPC-001601,Hexagonal,P63/m,6,0.8571428571428571,0.1428571428571429
1741ca1f4b22547ed4c86a142de401801a284946,SPC-000009,Cubic,Ia-3d,7,1.0,0.0
17bfc2e11c3041fef55cf4f9b2aa0db7d5146348,SPC-000013,Cubic,Ia-3d,7,1.0,0.0
17c389c5f671563e064f5d693600107655c1a630,SPC-000496,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
17ce6c13d830f40fc9c5aa64aafef5c8c5ef2315,SPC-000213,Cubic,Ia-3d,7,1.0,0.0
17d7722f18053a0d1be1e3d65baf8c5147894f3d,SPC-000154,Cubic,Ia-3d,7,1.0,0.0
17e546b3809592207daefb5dd8036a1069e8259a,SPC-001461,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
17ec2a55410ee41596ec8419e5e1dd60a349c0d7,SPC-001301,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
17f31202fe2b67d12f55063d75aff9eb4a4acce4,SPC-000409,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
18092028d179d5563278521951af9bba09d0df3e,SPC-000688,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
18266e3d945bba9437e1cf5730f9650a23a5ec98,SPC-000803,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
184e86b2eb457bf55e80806e3f9cf6869033cffb,SPC-001194,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
18643e403725eae7088f6603ddde1cb128de64e8,SPC-000411,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
18a542d8419b89a28de64f5c5ec9512b61bfd0d2,SPC-001103,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
18ab5880a6045e83dcbae3286acf0eafca4b8203,SPC-001784,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
18afa6268ea9bc4e62ae81b2def91fc319c980d4,SPC-001107,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
18b06774a678bc13fb4245a9968b2e1c60a73fd6,SPC-001282,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
18db273533bd6148d87b8de4394ead07f9ab5712,SPC-001236,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
1918b98d27a7e32d600e2ea9fa84db0334b43c59,SPC-001131,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
19314b47538960cf86c2d7f1156e5d633b075e9e,SPC-000383,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
193315195e0a87a90081176b9925d9b7065d5c54,SPC-000924,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
1933f7458618c5c65a7a60f5e8840d05c33b35fb,SPC-001124,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
19b183343a141cf40eff23132d2abf4f3894433e,SPC-000330,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
19beb1911d7a85f724beb73a60e2a7565178686f,SPC-000669,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
19d8f76bdfcd184fbad4e5d21f58583f1fbf839f,SPC-001680,Trigonal,R-3c,5,0.7142857142857143,0.2857142857142857
19daf9a4331bf80b4b829fa398bb597e84994b4c,SPC-001329,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
19de0b400cd9796c18f850cd86e1b95cb14e4d10,SPC-000481,Monoclinic,C2/c,2,0.2857142857142857,0.7142857142857143
1a0e2258a5d50c1163059534b7e70aa9dba7dd36,SPC-001530,Triclinic,C1,1,0.14285714285714285,0.8571428571428572
