GSUID,spectrum_id,crystal_system,space_group,symmetry_rank,symmetry_index,symmetry_complexity_score
75bd554aac8efdbe1785e4b5e319a244b589ae96,SPC-000401,Tetragonal,P4_2/mnm,4,0.5714285714285714,0.4285714285714286
7609f85121d376430357ce981ac170d66e2f4c3a,SPC-000242,Cubic,Fd-3m,7,1.0,0.0
76159939c817e5310f155691e07145f9597a1ffc,SPC-000238,Cubic,Fd-3m,7,1.0,0.0
76214c5ecff57d4c7afa18a45d9ef009d411d165,SPC-000683,Orthorhombic,Pbca,3,0.42857142857142855,0.5714285714285714
7632b16329929db1e38a92aaa0d038fbcca3a3df,SPC-000295,Cubic,Fd-3m,7,1.0,0.0
7634259bc6e14ea92f6a6acb5ff8b7f38a4b7d9b,SPC-000968,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
76654179cba7803a827976ef2da291d44fbec379,SPC-000971,Trigonal,P3121,5,0.7142857142857143,0.2857142857142857
7685072dae714fc0b8670a41e8588244e9aed426,SPC-001115,Hexagonal,P6/mcc,6,0.8571428571428571,0.1428571428571429
76b701e0bb9b873e0ab377e128ba3481940bc95f,SPC-000876,Orthorhombic,Pbnm,3,0.42857142857142855,0.5714285714285714
76ce112e446ac630c8db2256b571b9ceddb68137,SPC-000011,Cubic,Ia-3d,7,1.0,0.0
76e1c134cf9420571c4f1a1d393e09ec9c8cb358,SPC-001187,Monoclinic,C2/m,2,0.2857142857142857,0.7142857142857143
771d174595da90010186dbd847d218180f2a75bf,SPC-000423,Tetragonal,I4_1/amd,4,0.5714285714285714,0.4285714285714286
